"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"4/11/2013","Jack Restaurant Bar","JACK'S RESTAURANT & BAR SAN BRUNO CA         04/10","25.00","debit","Restaurants","Day to Day","",""
"4/11/2013","Trader Joe's","TRADER JOE'S # 100 SAN FRANCISCCA   082141  04/11","25.07","debit","Groceries","Day to Day","",""
"4/11/2013","Cycle Gear","CYCLE GEAR, INC SAN FRANCISCO CA583204  04/11","20.64","debit","Uncategorized","Day to Day","",""
"4/11/2013","Cole Hardware","COLE HARDWARE SAN FRANCISCO CA04/11","7.60","debit","Home","Day to Day","",""
"4/10/2013","B","24608 B4      512460 S SAN FRANCIS CA        04/09","5.50","debit","Uncategorized","Day to Day","",""
"4/08/2013","Non Chase ATM","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","Day to Day","",""
"4/08/2013","Safeway","SAFEWAY STORE     26 San Francisco CA175693  04/08","21.58","debit","Groceries","Day to Day","",""
"4/08/2013","Lombardis","LOMBARDI`S SPORTS SAN FRANCISCOCA           04/05","4.58","debit","Restaurants","Day to Day","",""
"4/08/2013","Chestnut Street Coff","CHESTNUT STREET COFF SAN FRANCISCO CA        04/05","4.68","debit","Coffee Shops","Day to Day","",""
"4/08/2013","ATM Withdrawal Cleme","ATM WITHDRAWAL001064  04/06301 CLEME","40.00","debit","Cash & ATM","Day to Day","",""
"4/08/2013","Non Chase ATM","NON-CHASE ATM WITHDRAW422211  04/061760 MARK","22.75","debit","Cash & ATM","Day to Day","",""
"4/07/2013","Dainese D","DAINESE D STORE SAN FRANC","352.26","debit","Uncategorized","CREDIT CARD","",""
"4/05/2013","Standard Plbg Hard","STANDARD PLBG & HARD SAN FRANCISCO CA        04/04","9.86","debit","Home Improvement","Day to Day","",""
"4/05/2013","Safeway","SAFEWAY STORE     26 San Francisco CA747187  04/04","18.52","debit","Groceries","Day to Day","",""
"4/05/2013","Gap","GAP USA San Francisco CA497255  04/05","15.28","debit","Clothing","Day to Day","",""
"4/05/2013","Healthy Spirits Clemen","HEALTHY SPIRITS CLEMEN 415-6725008 CA        04/03","12.15","debit","Health & Fitness","Day to Day","",""
"4/05/2013","Sq Split Pea","SQ *SPLIT PEA San Francisco CA04/04","16.29","debit","Restaurants","Day to Day","",""
"4/04/2013","B","24608 B4      512460 S SAN FRANCIS CA        04/02","6.22","debit","Uncategorized","Day to Day","",""
"4/04/2013","B","24608 B4      512460 S SAN FRANCIS CA        04/03","5.85","debit","Uncategorized","Day to Day","",""
"4/04/2013","Chevron","CHEVRON/CSI-090535/1 SAN FRANCISCO CA969756  04/04","12.68","debit","Gas & Fuel","Day to Day","",""
"4/04/2013","Check 167","CHECK 167","975.00","debit","Check","Day to Day","",""
"4/03/2013","RadioShack","RADIOSHACK COR SAN FRANCISC CA04/03","16.30","debit","Electronics & Software","Day to Day","",""
"4/03/2013","B","24608 B4      512460 S SAN FRANCIS CA        04/01","5.59","debit","Uncategorized","Day to Day","",""
"4/03/2013","ATM Withdrawal Cleme","ATM WITHDRAWAL000372  04/03301 CLEME","40.00","debit","Cash & ATM","Day to Day","",""
"4/03/2013","Tax Products Pe","TAX PRODUCTS PE1 SBTPG LLCPPD ID: 3722260102","1102.03","credit","Taxes","Day to Day","",""
"4/02/2013","Pacific Gas & Electric","PACIFIC GAS/ELEC ONLINE PMTPPD ID: 9500000000","40.59","debit","Utilities","Day to Day","",""
"4/02/2013","Peet's Coffee","PEETS 14202 S SAN FRANCIS CA04/02","1.80","debit","Coffee Shops","Day to Day","",""
"4/02/2013","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"4/01/2013","Flyers","FLYERS #233 SAN FRANCISCO CA03/29","63.18","debit","Gas & Fuel","Day to Day","",""
"4/01/2013","Ca Bar Cafe","CA BAR AND CAFE F&B SOUTH LAKE TA CA         03/31","3.15","debit","Restaurants","Day to Day","",""
"4/01/2013","Heavenly Lift Tkts","HEAVENLY LIFT TKTS/S SO LAKE TAHOE CA        03/31","102.00","debit","Uncategorized","Day to Day","",""
"4/01/2013","Transfer to CREDIT CARD","CHASE            AUTOPAY    000000000025839 PPD ID: 4760039224","1318.50","debit","Credit Card Payment","Day to Day","",""
"4/01/2013","Trader Joe's","TRADER JOE'S # 100 SAN FRANCISCCA   214367  03/31","28.31","debit","Groceries","Day to Day","",""
"4/01/2013","Heavenly Pass Sales","HEAVENLY PASS SALES","288.00","debit","Uncategorized","CREDIT CARD","",""
"4/01/2013","Transfer from Day to Day","AUTOMATIC PAYMENT - THANK","1318.50","credit","Credit Card Payment","CREDIT CARD","",""
"3/29/2013","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","CHASE SAVINGS","",""
"3/29/2013","CA State Tax","FRANCHISE TAX BD TAX-REFUNDPPD ID: 9282532045","450.00","credit","State Tax","Day to Day","",""
"3/29/2013","Roche Edi Paymntppd","ROCHE 2113       EDI PAYMNTPPD ID: 1942347624","1942.06","credit","Income","Day to Day","",""
"3/29/2013","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"3/29/2013","Sakesan","SAKESAN SAN FRANCISCO CA03/29","52.59","debit","Uncategorized","Day to Day","",""
"3/28/2013","B","24608 B4      512460 S SAN FRANCIS CA        03/27","1.41","debit","Uncategorized","Day to Day","",""
"3/28/2013","ATM Withdrawal Cleme","ATM WITHDRAWAL008868  03/28301 CLEME","60.00","debit","Cash & ATM","Day to Day","",""
"3/28/2013","B","24608 B4      512460 S SAN FRANCIS CA        03/27","6.84","debit","Uncategorized","Day to Day","",""
"3/25/2013","Silver Cloud Restaur","SILVER CLOUD RESTAUR SAN FRANCISCO CA        03/23","21.00","debit","Restaurants","Day to Day","",""
"3/25/2013","Trader Joe's","TRADER JOE'S # 100 SAN FRANCISCCA   804871  03/23","27.47","debit","Groceries","Day to Day","",""
"3/25/2013","Flyers So","FLYERS #219 SO. SAN FRANC CA03/25","2.04","debit","Gas & Fuel","Day to Day","",""
"3/25/2013","AES","AES              STDNT LOANPPD ID: E231693362","280.66","debit","Student Loan","Day to Day","",""
"3/25/2013","Park Life","PARK LIFE SAN FRANCISCO CA03/21","9.24","debit","Uncategorized","Day to Day","",""
"3/25/2013","Aroma Tea Shop","AROMA TEA SHOP SAN FRANCISCO CA03/21","8.50","debit","Coffee Shops","Day to Day","",""
"3/22/2013","ATM Withdrawal Cleme","ATM WITHDRAWAL007609  03/22301 CLEME","20.00","debit","Cash & ATM","Day to Day","",""
"3/21/2013","Mokutanya","MOKUTANYA BURLINGAME CA03/20","27.16","debit","Restaurants","Day to Day","",""
"3/21/2013","Clement Seafood","CLEMENT SEAFOOD SAN FRANCISCO CA03/21","6.71","debit","Restaurants","Day to Day","",""
"3/21/2013","Walgreens","WALGREENS 745 CLEMEN SAN FRANCISCO CA010514  03/21","12.58","debit","Pharmacy","Day to Day","",""
"3/21/2013","Safeway","SAFEWAY STORE     26 San Francisco CA061747  03/21","12.60","debit","Groceries","Day to Day","",""
"3/21/2013","Cup Cake Cafe","CUP AND CAKE CAFE SAN FRANCISCOCA           03/19","3.75","debit","Restaurants","Day to Day","",""
"3/21/2013","Deposit Id Number","DEPOSIT  ID NUMBER 147882","500.00","credit","Income","Day to Day","",""
"3/20/2013","Safeway","SAFEWAY STORE     26 San Francisco CA        03/20 Purchase $27.","67.73","debit","Groceries","Day to Day","",""
"3/19/2013","Fitness Unlimited Modes","FITNESS UNLIMITED MODES MODESTOCA           03/16","6.45","debit","Gym","Day to Day","",""
"3/18/2013","Prime Shine Express","PRIME SHINE EXPRESS #1 MODESTO CA            03/16","6.00","debit","Uncategorized","Day to Day","",""
"3/18/2013","O Brien","O'BRIEN'S #3 MODESTO CA569733  03/16","13.06","debit","Groceries","Day to Day","",""
"3/18/2013","Starbucks","STARBUCKS #05964 MODEST ModestoCA           03/17","1.75","debit","Coffee Shops","Day to Day","",""
"3/18/2013","Jamba Juice","JAMBA JUICE #159 DUBLIN CA03/17","4.59","debit","Food & Dining","Day to Day","",""
"3/18/2013","Trader Joe's","TRADER JOE'S # 009 MODESTO CA899467  03/16","3.49","debit","Groceries","Day to Day","",""
"3/18/2013","Gap","GAP USA San Francisco CA467486  03/17","11.24","debit","Clothing","Day to Day","",""
"3/18/2013","ATM Withdrawal Stan","ATM WITHDRAWAL000729  03/162900 STAN","300.00","debit","Cash & ATM","Day to Day","",""
"3/18/2013","Gap","GAP USA Modesto CA327257  03/16","69.68","debit","Clothing","Day to Day","",""
"3/18/2013","Flyers","FLYERS #233 SAN FRANCISCO CA03/17","12.75","debit","Gas & Fuel","Day to Day","",""
"3/18/2013","Boyett Dale Road","BOYETT DALE ROAD MODESTO CA092495  03/16","47.59","debit","Gas & Fuel","Day to Day","",""
"3/18/2013","Trader Joe's","TRADER JOE'S # 100 SAN FRANCISCCA   442638  03/17","18.07","debit","Groceries","Day to Day","",""
"3/18/2013","Target","TARGET T0938 TARGET T0 Modesto CA    824650  03/16","23.89","debit","Shopping","Day to Day","",""
"3/18/2013","Target","TARGET T0938 TARGET T0 Modesto CA    607002  03/16","86.78","debit","Shopping","Day to Day","",""
"3/15/2013","Roche Edi Paymntppd","ROCHE 2113       EDI PAYMNTPPD ID: 1942347624","1640.45","credit","Income","Day to Day","",""
"3/15/2013","DMV","CA DMV MAN955 DAVIS DR MANTECA CA    833800  03/15","26.00","debit","Auto & Transport","Day to Day","",""
"3/15/2013","B","24608 B4      512460 S SAN FRANCIS CA        03/14","3.04","debit","Uncategorized","Day to Day","",""
"3/15/2013","Planet Granite B","PLANET GRANITE B DUESPPD ID: 2943391093","73.00","debit","Gym","Day to Day","",""
"3/15/2013","O Brien","O'BRIEN'S #3 MODESTO CA410476  03/15","18.36","debit","Uncategorized","Day to Day","",""
"3/14/2013","Cheap Petes Ge","CHEAP PETES GE SAN FRANCISCO CA03/13","63.95","debit","Uncategorized","Day to Day","",""
"3/13/2013","Spotify Usa Subs","Spotify USA*subs www.spotify.c NY            03/13","9.99","debit","Music","Day to Day","",""
"3/13/2013","Tfi Ticketfly Ca","TFI*TICKETFLY 877-435-9849 CA03/12","29.00","debit","Entertainment","Day to Day","",""
"3/12/2013","Safeway","SAFEWAY STORE     26 San Francisco CA378371  03/12","18.42","debit","Groceries","Day to Day","",""
"3/12/2013","ATM Withdrawal Cleme","ATM WITHDRAWAL008824  03/12301 CLEME","20.00","debit","Cash & ATM","Day to Day","",""
"3/12/2013","Beach Pit Bbq","BEACH PIT BBQ COSTA MESA CA03/10","22.37","debit","Restaurants","Day to Day","",""
"3/12/2013","Alta Coffee","ALTA COFFEE CO INC NEWPORT BEACHCA          03/11","26.50","debit","Coffee Shops","Day to Day","",""
"3/11/2013","Uci Campus Recreation","UCI CAMPUS RECREATION IRVINE CA03/09","5.00","debit","Uncategorized","Day to Day","",""
"3/11/2013","Staples","STAPLES CR-CLB10154706 LOS ANGELES CA        03/09","8.00","debit","Office Supplies","Day to Day","",""
"3/11/2013","Trader Joe's","TRADER JOE'S # 019 SAN FRANCISCCA   195673  03/11","34.38","debit","Groceries","Day to Day","",""
"3/08/2013","Earth Coffee","EARTH'S COFFEE SAN FRANCISCO CA03/07","8.24","debit","Coffee Shops","Day to Day","",""
"3/08/2013","Trader Joe's","TRADER JOE'S # 035 COSTA MESA CA721209  03/08","16.32","debit","Groceries","Day to Day","",""
"3/07/2013","PayPal","PAYPAL           VERIFYBANKPPD ID: PAYPALRD33","0.17","credit","Shopping","Day to Day","",""
"3/07/2013","PayPal","PAYPAL           VERIFYBANKPPD ID: PAYPALRD33","0.12","credit","Shopping","Day to Day","",""
"3/07/2013","Star India","STAR INDIA SAN FRANCISCO CA03/06","9.72","debit","Restaurants","Day to Day","",""
"3/07/2013","PayPal","PAYPAL           8776729725 5TLJ26TX9J4VW   WEB ID: PAYPALUV55","60.00","debit","Shopping","Day to Day","",""
"3/07/2013","Bitzforbike","PAYPAL *BITZFORBIKE 3531436900103/05","64.92","debit","Uncategorized","Day to Day","",""
"3/07/2013","Gr Motors Ca","PAYPAL *GR MOTORS 402-935-7733 CA            03/05","13.47","debit","Auto & Transport","Day to Day","",""
"3/07/2013","PayPal","PAYPAL           VERIFYBANKPPD ID: PAYPALRD33","0.29","debit","Shopping","Day to Day","",""
"3/06/2013","Trader Joe's","TRADER JOE'S # 100 SAN FRANCISCCA   727322  03/06","28.76","debit","Groceries","Day to Day","",""
"3/06/2013","Check 166","CHECK 166","995.00","debit","Check","Day to Day","",""
"3/05/2013","Panchitas Restaurant","PANCHITAS RESTAURANT SAN FRANCISCO CA        03/03","25.00","debit","Restaurants","Day to Day","",""
"3/05/2013","Linen Outlet","LINEN OUTLET SAN FRANCISCO CA124033  03/05","37.96","debit","Uncategorized","Day to Day","",""
"3/04/2013","ATM Fee","NON-CHASE ATM WITHDRAW443695  03/033159 16TH","2.50","debit","ATM Fee","Day to Day","",""
"3/04/2013","Non Chase ATM","NON-CHASE ATM WITHDRAW443695  03/033159 16TH","60.00","debit","Cash & ATM","Day to Day","",""
"3/04/2013","Hfc Genentech Ca","HFC GENENTECH 6502252222 CA03/01","2.00","debit","Uncategorized","Day to Day","",""
"3/04/2013","B","24613 B33     512461 S SAN FRANCIS CA        03/01","2.32","debit","Uncategorized","Day to Day","",""
"3/04/2013","U-Haul","U-HAUL DOWNTOWN BOX SAN FRANCISCO CA         03/03","46.06","credit","Home Services","Day to Day","",""
"3/04/2013","Chevron","CHEVRON/CSI-090535/1 SAN FRANCISCO CA468952  03/03","10.02","debit","Gas & Fuel","Day to Day","",""
"3/04/2013","U-Haul","U-HAUL DOWNTOWN 100 SAN FRANCISCO CA 512031  03/03","80.00","debit","Home Services","Day to Day","",""
"3/04/2013","B","24608 B4      512460 S SAN FRANCIS CA        03/02","2.54","debit","Uncategorized","Day to Day","",""
"3/04/2013","Non Chase ATM","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","Day to Day","",""
"3/04/2013","Trader Joe's","TRADER JOE'S # 100 SAN FRANCISCCA   632652  03/04","6.27","debit","Groceries","Day to Day","",""
"3/04/2013","Walgreens","WALGREENS 745 CLEMEN SAN FRANCISCO CA627490  03/04","4.34","debit","Pharmacy","Day to Day","",""
"3/01/2013","MotoSport","PAYPAL *TMOTORSPORT 626-388-9898CA          02/27","23.97","debit","Service & Parts","Day to Day","",""
"3/01/2013","Roche Edi Paymntppd","ROCHE 2113       EDI PAYMNTPPD ID: 1942347624","1605.34","credit","Income","Day to Day","",""
"3/01/2013","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"3/01/2013","Flyers So","FLYERS #219 SO. SAN FRANC CA03/01","64.94","debit","Uncategorized","Day to Day","",""
"3/01/2013","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"3/01/2013","MotoSport","REVZILLA MOTORSPORTS 877-792-9455 PA         02/28","70.50","debit","Service & Parts","Day to Day","",""
"3/01/2013","Check 164","CHECK 164","62.00","debit","Check","Day to Day","",""
"3/01/2013","Werkstatt Motorcycles","WERKSTATT MOTORCYCLES","668.83","debit","Auto & Transport","CREDIT CARD","",""
"2/28/2013","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","CHASE SAVINGS","",""
"2/28/2013","Sweet Aroma","SWEET AROMA SAN FRANCISCO CA02/27","12.45","debit","Uncategorized","Day to Day","",""
"2/27/2013","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA000789  02/26","4.15","debit","Groceries","Day to Day","",""
"2/27/2013","USPS","USPS CHANGE OF66100959 800-2383150 TN        02/26","1.00","debit","Shipping","Day to Day","",""
"2/26/2013","Trader Joe's","TRADER JOE'S # 100 SAN FRANCISCCA   679138  02/26","31.19","debit","Groceries","Day to Day","",""
"2/26/2013","Prime Shine Express","PRIME SHINE EXPRESS #1 MODESTO CA            02/24","6.00","debit","Uncategorized","Day to Day","",""
"2/26/2013","Pacific Gas & Electric","PACIFIC GAS/ELEC ONLINE PMTPPD ID: 9500000000","41.90","debit","Utilities","Day to Day","",""
"2/25/2013","Save Mart","SAVE MART #100.RIPON C RIPON CA166250  02/25","2.54","debit","Groceries","Day to Day","",""
"2/25/2013","Target","TARGET T0938 TARGET T0 Modesto CA    529264  02/24","32.11","debit","Shopping","Day to Day","",""
"2/25/2013","Trader Joe's","TRADER JOE'S # 009 MODESTO CA617023  02/23","10.27","debit","Groceries","Day to Day","",""
"2/25/2013","B","24613 B33     512461 S SAN FRANCIS CA        02/22","4.12","debit","Uncategorized","Day to Day","",""
"2/25/2013","B","24608 B4      512460 S SAN FRANCIS CA        02/22","4.50","debit","Uncategorized","Day to Day","",""
"2/25/2013","Check 163","CHECK 163","800.00","debit","Check","Day to Day","",""
"2/25/2013","AES","AES              STDNT LOANPPD ID: E231693362","280.66","debit","Student Loan","Day to Day","",""
"2/22/2013","Mission Beach Cafe","MISSION BEACH CAFE SAN FRANCISCOCA          02/20","23.00","debit","Restaurants","Day to Day","",""
"2/22/2013","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA037665  02/22","14.56","debit","Groceries","Day to Day","",""
"2/21/2013","Chevron","CHEVRON 00093535 SAN FRANCISCO CA            02/20","12.74","debit","Gas & Fuel","Day to Day","",""
"2/20/2013","Trader Joe's","TRADER JOE'S # 019 SAN FRANCISCCA   476433  02/20","32.57","debit","Groceries","Day to Day","",""
"2/20/2013","Werkstatt Motorcycle","WERKSTATT MOTORCYCLE SAN FRANCISCO CA433863  02/20","350.67","debit","Auto & Transport","Day to Day","",""
"2/20/2013","Perry Union","PERRY'S -UNION SAN FRANCISCO CA02/18","25.00","debit","Uncategorized","Day to Day","",""
"2/19/2013","B","24608 B4      512460 S SAN FRANCIS CA        02/15","5.01","debit","Uncategorized","Day to Day","",""
"2/19/2013","JetBlue","JETBLUE     27921892 SALT LAKE CTY UT        02/15","127.80","debit","Air Travel","Day to Day","",""
"2/19/2013","Peet's Coffee","PEETS 14202 S SAN FRANCIS CA02/17","4.05","debit","Coffee Shops","Day to Day","",""
"2/19/2013","ATM Withdrawal Van","ATM WITHDRAWAL004468  02/182750 VAN","40.00","debit","Cash & ATM","Day to Day","",""
"2/19/2013","B","24615 B82     512461 S SAN FRANCIS CA        02/15","3.74","debit","Uncategorized","Day to Day","",""
"2/19/2013","Flyers So","FLYERS #219 SO. SAN FRANC CA02/16","56.86","debit","Uncategorized","Day to Day","",""
"2/19/2013","Sports Basement","SPORTS BASEMENT INC SAN FRANCISCO CA 939543  02/19","48.94","debit","Uncategorized","Day to Day","",""
"2/15/2013","Roche Edi Paymntppd","ROCHE 2113       EDI PAYMNTPPD ID: 1942347624","1680.91","credit","Income","Day to Day","",""
"2/15/2013","DMV","ST OF CALIF DMV-INTERNET","159.00","debit","Auto & Transport","CREDIT CARD","",""
"2/15/2013","DMV","CA DMV INTERNET","110.00","debit","Auto & Transport","CREDIT CARD","",""
"2/13/2013","Spotify Usa Subs","Spotify USA*subs www.spotify.c NY            02/12","9.99","debit","Music","Day to Day","",""
"2/12/2013","Whole Foods","WHOLE FOODS MARK 176 San Francisco CA937132  02/11","7.07","debit","Groceries","Day to Day","",""
"2/12/2013","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA980313  02/12","44.48","debit","Groceries","Day to Day","",""
"2/12/2013","Walgreens","WALGREENS 2120 POLK SAN FRANCISCO CA 025334  02/12","9.22","debit","Pharmacy","Day to Day","",""
"2/11/2013","B","24608 B4      512460 S SAN FRANCIS CA        02/08","6.31","debit","Uncategorized","Day to Day","",""
"2/11/2013","Chevron","CHEVRON/KSM CORP. LODI CA713826  02/09","3.28","debit","Gas & Fuel","Day to Day","",""
"2/11/2013","ATM Withdrawal W","ATM WITHDRAWAL005152  02/102445 W. K","100.00","debit","Cash & ATM","Day to Day","",""
"2/11/2013","Ollies Pub","OLLIES PUB LODI CA02/09","11.00","debit","Alcohol & Bars","Day to Day","",""
"2/11/2013","Whole Foods","WHOLE FOODS MARK 176 San Francisco CA838097  02/10","22.01","debit","Groceries","Day to Day","",""
"2/08/2013","O Brien","O'BRIEN'S #3 MODESTO CA638586  02/08","7.95","debit","Uncategorized","Day to Day","",""
"2/08/2013","Boyett Dale Road","BOYETT DALE ROAD MODESTO CA039829  02/08","57.87","debit","Gas & Fuel","Day to Day","",""
"2/06/2013","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA391305  02/06","22.79","debit","Groceries","Day to Day","",""
"2/06/2013","Dainese D","DAINESE D STORE SAN FRANC","380.67","debit","Uncategorized","CREDIT CARD","",""
"2/05/2013","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","510.51","credit","Income","CHASE SAVINGS","",""
"2/05/2013","Check 160","CHECK 160","37.00","debit","Check","Day to Day","",""
"2/05/2013","Transfer to CREDIT CARD","Payment to Chase card ending in5771","322.36","debit","Credit Card Payment","Day to Day","",""
"2/05/2013","Check 162","CHECK 162","700.00","debit","Check","Day to Day","",""
"2/05/2013","One Sushi Lo","THE ONE SUSHI AND LO SAN FRANCISCO CA        02/04","26.00","debit","Restaurants","Day to Day","",""
"2/05/2013","Chevron","CHEVRON 00093535 SAN FRANCISCO CA            02/04","11.67","debit","Gas & Fuel","Day to Day","",""
"2/05/2013","Hayes Valley Bakewor","HAYES VALLEY BAKEWOR SAN FRANCISCO CA        02/04","10.50","debit","Uncategorized","Day to Day","",""
"2/05/2013","Transfer from Day to Day","Payment Thank You - Web","322.36","credit","Credit Card Payment","CREDIT CARD","",""
"2/04/2013","B","24608 B4      512460 S SAN FRANCIS CA        02/02","7.87","debit","Uncategorized","Day to Day","",""
"2/04/2013","Sq Sandwich Spo","SQ *THE SANDWICH SPO San Francisco CA        02/03","9.66","debit","Restaurants","Day to Day","",""
"2/04/2013","Whole Foods","WHOLE FOODS MARK 176 San Francisco CA750833  02/04","36.17","debit","Groceries","Day to Day","",""
"2/04/2013","B","24608 B4      512460 S SAN FRANCIS CA        02/01","2.30","debit","Uncategorized","Day to Day","",""
"2/04/2013","B","24613 B33     512461 S SAN FRANCIS CA        02/01","3.05","debit","Uncategorized","Day to Day","",""
"2/01/2013","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"2/01/2013","Blue Fog Markets","BLUE FOG MARKETS LLC SAN FRANCISCO CA        01/31","4.65","debit","Groceries","Day to Day","",""
"2/01/2013","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"2/01/2013","B","24608 B4      512460 S SAN FRANCIS CA        01/31","3.47","debit","Uncategorized","Day to Day","",""
"2/01/2013","Paradies","PARADIES LONG BEACH II LONG BEACH CA         01/30","6.84","debit","Shopping","Day to Day","",""
"2/01/2013","Roche Edi Paymntppd","ROCHE 2113       EDI PAYMNTPPD ID: 1942347624","1660.31","credit","Income","Day to Day","",""
"1/30/2013","Yogaworks Oc","YOGAWORKS OC SANTA MONICA CA01/29","22.00","debit","Sports","Day to Day","",""
"1/30/2013","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA        01/30 Purchase $36.","76.52","debit","Groceries","Day to Day","",""
"1/29/2013","Uci Campus Recreation","UCI CAMPUS RECREATION IRVINE CA01/28","10.00","debit","Uncategorized","Day to Day","",""
"1/29/2013","Trader Joe's","TRADER JOE'S # 125 NEWPORT BEACCA   487361  01/29","17.93","debit","Groceries","Day to Day","",""
"1/28/2013","B","24608 B4      512460 S SAN FRANCIS CA        01/25","3.47","debit","Uncategorized","Day to Day","",""
"1/28/2013","B","24608 B4      512460 S SAN FRANCIS CA        01/26","5.43","debit","Uncategorized","Day to Day","",""
"1/28/2013","Clipper Service Ca","CLIPPER SERVICE 925-686-8282 CA01/26","50.00","debit","Public Transportation","Day to Day","",""
"1/28/2013","BART","BART-CLIPPER 24 SAN FRANCISCO CA01/26","7.45","debit","Public Transportation","Day to Day","",""
"1/28/2013","Caffe Del Mono","CAFFE DEL MONO000006 SAN FRANCISCO CA        01/26","6.59","debit","Uncategorized","Day to Day","",""
"1/28/2013","Trader Joe's","TRADER JOE'S # 035 COSTA MESA CA512711  01/26","32.91","debit","Groceries","Day to Day","",""
"1/28/2013","Whimsical Italian Ge","WHIMSICAL ITALIAN GE NEWPORT BEACH CA        01/27","7.56","debit","Restaurants","Day to Day","",""
"1/28/2013","Bamboo Bistro Del","BAMBOO BISTRO CORONA DEL MA CA01/28","43.00","debit","Restaurants","Day to Day","",""
"1/27/2013","Flyers","FLYERS 219","58.23","debit","Gas & Fuel","CREDIT CARD","",""
"1/25/2013","Starbucks","STARBUCKS #05312 SOU South San Fra CA        01/24","1.95","debit","Coffee Shops","Day to Day","",""
"1/24/2013","Pacific Gas & Electric","PACIFIC GAS/ELEC ONLINE PMTPPD ID: 9500000000","58.87","debit","Utilities","Day to Day","",""
"1/23/2013","AES","AES              STDNT LOANPPD ID: E231693362","280.66","debit","Student Loan","Day to Day","",""
"1/22/2013","Arco","ARCO PAYPOINT SAN MATEO CA091888  01/22","11.42","debit","Gas & Fuel","Day to Day","",""
"1/22/2013","Santa Clara Cycle","SANTA CLARA CYCLE ACCE SUNNYVALECA  000003  01/22","43.40","debit","Uncategorized","Day to Day","",""
"1/22/2013","Planet Granite","PLANET GRANITE SAN FRANCISCO CA01/19","19.58","debit","Gym","Day to Day","",""
"1/22/2013","Whole Foods","WHOLE FOODS MARK 176 San Francisco CA130277  01/19","9.31","debit","Groceries","Day to Day","",""
"1/22/2013","La Boulange De","LA BOULANGE DE UNION SAN FRANCISCO CA        01/19","9.25","debit","Uncategorized","Day to Day","",""
"1/22/2013","U Need Alteration","U NEED ALTERATION AN SAN FRANCISCO CA        01/19","12.50","debit","Uncategorized","Day to Day","",""
"1/22/2013","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA656871  01/21","30.17","debit","Groceries","Day to Day","",""
"1/22/2013","Crunch","CRUNCH NEW YORK NY11/26","2.00","debit","Gym","Day to Day","",""
"1/22/2013","The Vitamin Shoppe","THE VITAMIN SHO SAN FRANCISCO CA01/21","80.77","debit","Groceries","Day to Day","",""
"1/22/2013","Bagelry San Franc","BAGELRY OF SAN FRANC SAN FRANCISCO CA        01/20","7.00","debit","Fast Food","Day to Day","",""
"1/22/2013","Walgreens","WALGREENS 2120 POLK SAN FRANCISCO CA 037182  01/21","11.94","debit","Pharmacy","Day to Day","",""
"1/22/2013","Crunch","CRUNCH NEW YORK NY12/19","4.50","debit","Gym","Day to Day","",""
"1/22/2013","Crunch","CRUNCH NEW YORK NY12/05","3.80","debit","Gym","Day to Day","",""
"1/22/2013","Crunch","CRUNCH NEW YORK NY11/23","3.80","debit","Gym","Day to Day","",""
"1/22/2013","Crunch","CRUNCH NEW YORK NY12/04","4.00","debit","Gym","Day to Day","",""
"1/22/2013","Gap","GAP USA San Francisco CA197665  01/22","26.19","debit","Clothing","Day to Day","",""
"1/22/2013","B","24613 B33     512461 S SAN FRANCIS CA        01/18","6.35","debit","Uncategorized","Day to Day","",""
"1/22/2013","B","24608 B4      512460 S SAN FRANCIS CA        01/18","5.64","debit","Uncategorized","Day to Day","",""
"1/22/2013","Hfc Genentech Ca","HFC GENENTECH 6502252222 CA01/17","6.21","debit","Uncategorized","Day to Day","",""
"1/22/2013","Crunch","CRUNCH NEW YORK NY12/28","6.05","debit","Gym","Day to Day","",""
"1/22/2013","B","24608 B4      512460 S SAN FRANCIS CA        01/19","6.76","debit","Uncategorized","Day to Day","",""
"1/18/2013","Roche Edi Paymntppd","ROCHE 2113       EDI PAYMNTPPD ID: 1942347624","1646.57","credit","Income","Day to Day","",""
